Frequency (Hz)	Level (dB)
836.914062	-68.764175
837.890625	-69.797981
838.867188	-68.697365
839.843750	-69.315933
840.820312	-69.305565
841.796875	-68.363220
842.773438	-68.981224
843.750000	-68.281403
844.726562	-66.939964
845.703125	-68.281708
846.679688	-68.252434
847.656250	-67.081070
848.632812	-67.180016
849.609375	-66.882004
850.585938	-66.907578
851.562500	-67.224869
852.539062	-66.415520
853.515625	-66.579765
854.492188	-66.383720
855.468750	-66.350670
856.445312	-65.682495
857.421875	-64.988068
858.398438	-66.047005
859.375000	-65.522591
860.351562	-65.100250
861.328125	-65.166634
862.304688	-64.343086
863.281250	-65.581871
864.257812	-63.673252
865.234375	-64.721077
866.210938	-63.706799
867.187500	-64.229111
868.164062	-62.790966
869.140625	-62.356693
870.117188	-61.687546
871.093750	-61.774899
872.070312	-61.222092
873.046875	-61.760990
874.023438	-60.996712
875.000000	-61.445358
875.976562	-60.742599
876.953125	-60.361095
877.929688	-60.615166
878.906250	-62.310246
879.882812	-59.491817
880.859375	-58.236073
881.835938	-58.362614
882.812500	-58.005737
883.789062	-57.969059
884.765625	-58.998131
885.742188	-57.944633
886.718750	-56.079247
887.695312	-56.578243
888.671875	-56.324909
889.648438	-54.595482
890.625000	-56.908867
891.601562	-56.219410
892.578125	-56.506718
893.554688	-56.372723
894.531250	-55.870579
895.507812	-56.266228
896.484375	-56.803699
897.460938	-55.868752
898.437500	-56.680786
899.414062	-57.482109
900.390625	-56.255665
901.367188	-56.112820
902.343750	-56.373981
903.320312	-57.441772
904.296875	-58.668732
905.273438	-58.280403
906.250000	-57.528931
907.226562	-58.124611
908.203125	-59.144482
909.179688	-59.358196
910.156250	-60.214748
911.132812	-60.567528
912.109375	-58.690208
913.085938	-60.944260
914.062500	-61.136951
915.039062	-61.138836
916.015625	-62.742115
916.992188	-61.061005
917.968750	-61.510746
918.945312	-62.624973
919.921875	-62.619061
920.898438	-62.400215
921.875000	-63.133911
922.851562	-63.464149
923.828125	-62.407223
924.804688	-63.627495
925.781250	-63.879238
926.757812	-64.286217
927.734375	-64.993240
928.710938	-64.954865
929.687500	-64.431534
930.664062	-64.766808
931.640625	-64.856003
932.617188	-64.004234
933.593750	-65.557503
934.570312	-65.304810
935.546875	-64.005905
936.523438	-65.608551
937.500000	-65.759537
938.476562	-65.500008
939.453125	-66.026375
940.429688	-65.851608
941.406250	-65.723152
942.382812	-65.714417
943.359375	-67.172829
944.335938	-67.226006
945.312500	-66.527664
946.289062	-67.407013
947.265625	-67.073944
