Frequency (Hz)	Level (dB)
664.062500	-73.330429
665.039062	-73.058739
666.015625	-73.813896
666.992188	-75.101585
667.968750	-75.011253
668.945312	-74.539597
669.921875	-74.750847
670.898438	-74.538635
671.875000	-74.067833
672.851562	-73.532928
673.828125	-74.984879
674.804688	-75.174156
675.781250	-76.090431
676.757812	-74.115959
677.734375	-75.206558
678.710938	-75.171303
679.687500	-75.844116
680.664062	-73.788490
681.640625	-74.028999
682.617188	-74.299644
683.593750	-73.948257
684.570312	-75.029297
685.546875	-74.423378
686.523438	-75.142235
687.500000	-75.780251
688.476562	-75.164909
689.453125	-74.476173
690.429688	-76.208214
691.406250	-75.924706
692.382812	-75.220024
693.359375	-75.154465
694.335938	-75.733604
695.312500	-76.540306
696.289062	-77.224434
697.265625	-75.462334
698.242188	-75.318848
699.218750	-76.547737
700.195312	-75.740196
701.171875	-75.082710
702.148438	-75.728302
703.125000	-75.135284
704.101562	-74.563087
705.078125	-75.671936
706.054688	-75.235260
707.031250	-75.753181
708.007812	-76.082436
708.984375	-75.796974
709.960938	-76.251572
710.937500	-75.075493
711.914062	-74.974121
712.890625	-76.076820
713.867188	-74.616844
714.843750	-76.197632
715.820312	-75.011719
716.796875	-75.699356
717.773438	-75.488098
718.750000	-75.485168
719.726562	-76.581467
720.703125	-75.865067
721.679688	-75.440903
722.656250	-76.041817
723.632812	-75.746246
724.609375	-75.306053
725.585938	-74.909721
726.562500	-75.178078
727.539062	-76.502312
728.515625	-75.762772
729.492188	-76.493530
730.468750	-75.730247
731.445312	-75.383232
732.421875	-75.878006
733.398438	-76.266953
734.375000	-74.672264
735.351562	-76.084686
736.328125	-76.177261
737.304688	-76.024521
738.281250	-75.376854
739.257812	-74.991035
740.234375	-75.304390
741.210938	-76.259438
742.187500	-74.336754
743.164062	-74.336082
744.140625	-76.467339
745.117188	-74.954071
746.093750	-74.747597
747.070312	-75.198586
748.046875	-75.090919
749.023438	-75.972618
750.000000	-76.249832
750.976562	-75.188103
751.953125	-74.669601
752.929688	-76.171364
753.906250	-76.020103
754.882812	-74.817940
755.859375	-75.232338
756.835938	-76.055199
757.812500	-75.405991
758.789062	-75.103577
759.765625	-74.545258
760.742188	-74.776276
761.718750	-75.210281
762.695312	-75.055145
763.671875	-75.208649
764.648438	-74.324287
765.625000	-75.096405
766.601562	-75.186424
767.578125	-75.229446
768.554688	-74.052383
769.531250	-74.584328
770.507812	-74.216797
771.484375	-74.888062
772.460938	-75.884926
773.437500	-75.037567
774.414062	-74.504784
775.390625	-73.355171
776.367188	-75.076073
777.343750	-74.049469
778.320312	-73.955757
779.296875	-74.350555
780.273438	-75.467407
781.250000	-75.775032
782.226562	-74.928352
783.203125	-74.019569
784.179688	-73.859680
785.156250	-73.700035
786.132812	-73.569313
787.109375	-73.713791
788.085938	-72.349426
789.062500	-73.655678
790.039062	-73.874405
791.015625	-74.403351
791.992188	-72.650452
792.968750	-72.779755
793.945312	-72.621841
794.921875	-73.338295
795.898438	-72.840218
796.875000	-72.707352
797.851562	-72.291855
798.828125	-71.577301
799.804688	-71.350441
800.781250	-72.322449
801.757812	-72.371445
802.734375	-72.444771
803.710938	-72.189415
804.687500	-72.645088
805.664062	-71.777054
806.640625	-72.282974
807.617188	-71.945213
808.593750	-71.369049
809.570312	-71.105652
810.546875	-71.541130
811.523438	-72.780144
812.500000	-71.705498
813.476562	-70.272644
814.453125	-71.085617
815.429688	-71.140671
816.406250	-70.323448
817.382812	-71.171227
818.359375	-70.089241
819.335938	-70.689117
820.312500	-70.035133
821.289062	-70.071716
822.265625	-70.942352
823.242188	-69.434372
824.218750	-70.034904
825.195312	-69.466789
826.171875	-70.395180
827.148438	-68.263313
828.125000	-69.819038
829.101562	-69.778488
830.078125	-69.272636
831.054688	-68.737984
832.031250	-68.238731
833.007812	-68.601791
833.984375	-68.492561
834.960938	-68.876671
835.937500	-68.385262
836.914062	-67.867737
837.890625	-68.643921
838.867188	-67.720932
839.843750	-68.387207
840.820312	-68.162376
841.796875	-66.680901
842.773438	-66.752304
843.750000	-67.248749
844.726562	-65.678833
845.703125	-67.093193
846.679688	-66.842949
847.656250	-64.960510
848.632812	-64.848511
849.609375	-64.992134
850.585938	-65.001732
851.562500	-65.107826
852.539062	-64.630661
853.515625	-64.451538
854.492188	-64.100044
855.468750	-63.971943
856.445312	-63.505203
857.421875	-62.979702
858.398438	-63.385387
859.375000	-62.735626
860.351562	-62.061050
861.328125	-62.579433
862.304688	-62.002945
863.281250	-62.506382
864.257812	-61.220490
865.234375	-61.874542
866.210938	-60.499786
867.187500	-61.002262
868.164062	-60.067375
869.140625	-59.954235
870.117188	-59.248981
871.093750	-59.652561
872.070312	-58.895763
873.046875	-59.136211
874.023438	-58.933083
875.000000	-59.889538
875.976562	-59.108841
876.953125	-59.451725
877.929688	-59.958183
878.906250	-59.591270
879.882812	-59.743217
880.859375	-59.091644
881.835938	-58.880093
882.812500	-60.106960
883.789062	-60.043194
884.765625	-60.374111
885.742188	-60.549366
886.718750	-60.245590
887.695312	-61.065804
888.671875	-60.671093
889.648438	-59.739841
890.625000	-62.533413
891.601562	-62.445389
892.578125	-62.976067
893.554688	-63.127277
894.531250	-62.991055
895.507812	-63.378048
896.484375	-63.721939
897.460938	-64.129898
898.437500	-64.812485
899.414062	-64.402458
900.390625	-64.094650
901.367188	-63.452766
902.343750	-64.016998
903.320312	-65.037346
904.296875	-65.554001
905.273438	-64.592987
906.250000	-64.606270
907.226562	-65.194420
908.203125	-66.457924
909.179688	-66.741226
910.156250	-66.868576
911.132812	-66.060730
912.109375	-65.048767
913.085938	-67.663177
914.062500	-67.147614
915.039062	-67.374672
916.015625	-68.963547
916.992188	-67.001144
917.968750	-66.987091
918.945312	-68.059090
919.921875	-68.108459
920.898438	-67.214554
921.875000	-68.126244
922.851562	-69.872787
923.828125	-67.688591
924.804688	-68.687553
925.781250	-68.768181
926.757812	-68.163330
927.734375	-69.484818
928.710938	-70.129723
929.687500	-69.506058
930.664062	-68.993988
931.640625	-69.157158
932.617188	-69.021454
933.593750	-70.074066
934.570312	-70.289139
935.546875	-69.152786
936.523438	-69.925217
937.500000	-70.345085
938.476562	-70.326942
939.453125	-70.058563
940.429688	-70.513474
941.406250	-70.097557
942.382812	-70.110191
943.359375	-71.497513
944.335938	-72.057777
945.312500	-70.363182
946.289062	-71.222328
947.265625	-71.037590
948.242188	-71.534653
949.218750	-71.018333
950.195312	-70.718719
951.171875	-71.869888
952.148438	-71.616997
953.125000	-70.660210
954.101562	-72.378212
955.078125	-71.381363
956.054688	-71.624626
957.031250	-71.071175
958.007812	-72.609909
958.984375	-72.451347
959.960938	-73.702049
960.937500	-73.285294
961.914062	-72.636925
962.890625	-72.477890
963.867188	-71.712181
964.843750	-72.074928
965.820312	-73.182014
966.796875	-73.284737
967.773438	-74.264122
968.750000	-73.628189
969.726562	-73.122078
970.703125	-72.206467
971.679688	-72.821053
972.656250	-72.625671
973.632812	-72.505745
974.609375	-72.088783
975.585938	-72.652306
