Frequency (Hz)	Level (dB)
872.070312	-41.883251
873.046875	-42.458313
874.023438	-42.124882
875.000000	-42.964668
875.976562	-42.603539
876.953125	-42.687115
877.929688	-43.125957
878.906250	-44.902851
879.882812	-42.648071
880.859375	-41.806931
881.835938	-42.234215
882.812500	-42.224331
883.789062	-42.514503
884.765625	-43.899849
885.742188	-43.284966
886.718750	-41.668751
887.695312	-42.513515
888.671875	-42.828609
889.648438	-41.084869
890.625000	-43.440865
891.601562	-43.324089
892.578125	-43.451347
893.554688	-43.551235
894.531250	-43.040974
895.507812	-43.154961
896.484375	-43.945568
897.460938	-42.773140
898.437500	-43.564945
899.414062	-44.122913
900.390625	-42.859562
901.367188	-42.136944
902.343750	-41.994881
903.320312	-42.702301
904.296875	-43.798927
905.273438	-43.045429
906.250000	-41.967869
907.226562	-42.379181
908.203125	-43.064362
909.179688	-42.731503
910.156250	-43.342468
911.132812	-43.473499
912.109375	-41.123131
913.085938	-43.195374
914.062500	-43.076950
915.039062	-42.786777
916.015625	-44.021244
916.992188	-42.338505
917.968750	-42.089611
918.945312	-42.999168
919.921875	-43.090839
920.898438	-42.875725
921.875000	-42.650105
922.851562	-42.949593
923.828125	-41.833530
924.804688	-42.669819
925.781250	-43.041946
926.757812	-43.069656
927.734375	-43.743290
928.710938	-43.205029
929.687500	-42.978981
930.664062	-42.728783
931.640625	-42.663322
932.617188	-41.539299
933.593750	-43.268734
934.570312	-42.651752
935.546875	-41.293571
936.523438	-43.403316
937.500000	-42.812523
938.476562	-42.444016
939.453125	-42.742638
940.429688	-42.581856
941.406250	-42.110092
942.382812	-42.409809
943.359375	-43.461212
944.335938	-43.269733
945.312500	-42.763371
946.289062	-43.281136
947.265625	-42.953896
948.242188	-42.854740
949.218750	-41.685074
950.195312	-42.222446
951.171875	-43.691929
952.148438	-42.949303
953.125000	-41.897316
954.101562	-43.501678
955.078125	-42.422047
956.054688	-43.060337
957.031250	-42.471100
958.007812	-42.752968
958.984375	-42.570461
959.960938	-43.630577
960.937500	-43.261913
961.914062	-43.309544
962.890625	-43.217789
963.867188	-42.537460
964.843750	-42.663574
965.820312	-43.543011
966.796875	-43.075817
967.773438	-43.802376
968.750000	-43.672276
969.726562	-44.191982
970.703125	-42.267117
971.679688	-42.313057
972.656250	-42.447750
973.632812	-42.338699
974.609375	-41.950291
975.585938	-43.024368
976.562500	-43.349617
977.539062	-42.459621
978.515625	-42.447330
979.492188	-42.172409
980.468750	-42.967113
981.445312	-42.569111
982.421875	-43.245193
983.398438	-43.014866
984.375000	-43.223118
985.351562	-42.723785
986.328125	-42.866596
987.304688	-41.941227
988.281250	-43.260807
989.257812	-44.267277
990.234375	-43.664570
991.210938	-43.462879
992.187500	-42.769234
993.164062	-43.398872
994.140625	-42.833611
995.117188	-43.259724
996.093750	-43.315613
997.070312	-43.090954
998.046875	-43.515316
999.023438	-43.357803
1000.000000	-42.982277
1000.976562	-41.468922
1001.953125	-42.855793
1002.929688	-41.843437
1003.906250	-42.315956
1004.882812	-43.301506
1005.859375	-41.582413
1006.835938	-42.928604
1007.812500	-43.464897
1008.789062	-43.563992
1009.765625	-42.457790
1010.742188	-43.713650
1011.718750	-43.410561
1012.695312	-43.773701
1013.671875	-43.125641
1014.648438	-42.574913
1015.625000	-42.298950
1016.601562	-42.655415
1017.578125	-42.671780
1018.554688	-42.445950
1019.531250	-42.249462
1020.507812	-42.956158
1021.484375	-42.748981
1022.460938	-43.988033
1023.437500	-43.465313
1024.414062	-43.475681
1025.390625	-41.528309
1026.367188	-43.744484
1027.343750	-42.304771
1028.320312	-43.594273
1029.296875	-43.096226
1030.273438	-43.097260
1031.250000	-44.230137
1032.226562	-44.419315
1033.203125	-43.230709
1034.179688	-43.425030
1035.156250	-43.519566
1036.132812	-42.747505
1037.109375	-43.247211
1038.085938	-44.213154
1039.062500	-42.209778
1040.039062	-44.218891
1041.015625	-43.676239
1041.992188	-43.007942
1042.968750	-43.506409
1043.945312	-42.413612
1044.921875	-42.357666
1045.898438	-41.987576
1046.875000	-41.852783
1047.851562	-42.098297
1048.828125	-43.233055
1049.804688	-42.675079
1050.781250	-42.131844
1051.757812	-42.788601
1052.734375	-44.396809
1053.710938	-43.125439
1054.687500	-42.929150
1055.664062	-43.093044
1056.640625	-42.582829
1057.617188	-43.090050
1058.593750	-44.108833
1059.570312	-42.573013
1060.546875	-41.983906
1061.523438	-42.367672
1062.500000	-44.649109
1063.476562	-43.859379
1064.453125	-43.864342
1065.429688	-42.921844
1066.406250	-43.015903
1067.382812	-43.194923
1068.359375	-42.902988
1069.335938	-41.521763
1070.312500	-42.979855
1071.289062	-43.596321
1072.265625	-42.055931
1073.242188	-41.467945
1074.218750	-41.999226
1075.195312	-42.935711
1076.171875	-43.151810
1077.148438	-43.530174
1078.125000	-44.218658
1079.101562	-42.666256
1080.078125	-42.978981
1081.054688	-43.408520
1082.031250	-43.207321
1083.007812	-43.669537
1083.984375	-43.003418
1084.960938	-42.474606
1085.937500	-42.759762
1086.914062	-43.172798
1087.890625	-41.710739
1088.867188	-43.662540
1089.843750	-44.128040
1090.820312	-43.588017
1091.796875	-44.488865
1092.773438	-42.743835
1093.750000	-42.877808
1094.726562	-43.815063
1095.703125	-42.184975
1096.679688	-42.518761
1097.656250	-43.928490
1098.632812	-43.021160
1099.609375	-42.564327
1100.585938	-43.234875
1101.562500	-41.958668
1102.539062	-42.418758
1103.515625	-42.629887
1104.492188	-42.991924
1105.468750	-43.694908
1106.445312	-42.192322
1107.421875	-43.277920
1108.398438	-42.802910
1109.375000	-43.882847
1110.351562	-43.441048
1111.328125	-42.863564
1112.304688	-43.665211
1113.281250	-44.575272
1114.257812	-43.298790
1115.234375	-41.594986
1116.210938	-43.662251
1117.187500	-42.665066
1118.164062	-43.851139
1119.140625	-43.035492
1120.117188	-41.846569
1121.093750	-42.370445
1122.070312	-42.382168
1123.046875	-41.684036
